Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,IsAlone,Age_group,Fare_bin,Title_Pclass,Sex_Pclass,IsAlone_AgeGroup,Survived
3,male,16.0,9.5,S,Mr,1,True,Teen,1,Mr_3,male_3,True_Teen,0
3,male,19.0,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,1
1,male,42.6,26.0,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,0
3,male,33.0,8.6625,C,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
3,male,30.0,9.5,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,1
3,male,22.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,male,42.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,1
3,female,22.0,7.75,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
1,female,26.0,78.85,S,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
1,female,19.0,91.0792,C,Mrs,2,False,YoungAdult,3,Mrs_1,female_1,False_YoungAdult,1
2,male,36.0,12.875,C,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
3,female,24.0,8.85,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
3,male,24.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,44.9,27.7208,C,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,0
3,male,23.5,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,2.0,151.55,S,Miss,4,False,Child,3,Miss_1,female_1,False_Child,0
1,male,44.4,30.5,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
1,female,50.0,247.5208,C,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,female,27.1,7.75,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
3,male,29.6,23.25,Q,Mr,3,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,1
3,male,19.0,0.0,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,female,26.2,12.35,Q,Miss,1,True,YoungAdult,1,Miss_2,female_2,True_YoungAdult,1
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
1,male,0.92,151.55,S,Master,4,False,Child,3,Master_1,male_1,False_Child,1
1,female,28.0,110.8833,C,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
1,female,17.0,108.9,C,Mrs,2,False,Teen,3,Mrs_1,female_1,False_Teen,1
2,male,30.0,24.0,C,Mr,2,False,YoungAdult,2,Mr_2,male_2,False_YoungAdult,0
1,female,30.0,56.9292,C,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
1,female,24.0,83.1583,C,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
1,female,18.0,262.375,C,Miss,5,False,Teen,3,Miss_1,female_1,False_Teen,1
2,female,26.0,26.0,S,Mrs,3,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,0
3,male,28.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,male,43.0,26.25,S,Mr,3,False,Adult,2,Mr_2,male_2,False_Adult,0
3,female,26.0,7.8542,S,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
2,female,24.0,26.0,S,Mrs,2,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
2,male,54.0,14.0,S,Dr,1,True,Senior,1,Dr_2,male_2,True_Senior,0
1,female,31.0,164.8667,S,Miss,3,False,Adult,3,Miss_1,female_1,False_Adult,1
1,female,40.0,134.5,C,Mrs,3,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,22.0,7.25,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,27.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,female,30.0,12.35,Q,Miss,1,True,YoungAdult,1,Miss_2,female_2,True_YoungAdult,1
2,female,22.0,29.0,S,Mrs,3,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
3,male,37.0,69.55,S,Mr,11,False,Adult,3,Mr_3,male_3,False_Adult,0
1,female,36.0,135.6333,C,Miss,1,True,Adult,3,Miss_1,female_1,True_Adult,1
3,male,61.0,6.2375,S,Mr,1,True,Senior,0,Mr_3,male_3,True_Senior,0
2,female,36.0,13.0,S,Mrs,1,True,Adult,1,Mrs_2,female_2,True_Adult,1
3,female,31.0,20.525,S,Mrs,3,False,Adult,2,Mrs_3,female_3,False_Adult,1
1,female,16.0,57.9792,C,Miss,2,False,Teen,3,Miss_1,female_1,False_Teen,1
3,female,23.2,23.25,Q,Miss,3,False,YoungAdult,2,Miss_3,female_3,False_YoungAdult,1
1,male,45.5,28.5,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,0
1,male,38.0,153.4625,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,0
3,male,16.0,18.0,S,Mr,3,False,Teen,2,Mr_3,male_3,False_Teen,0
1,female,40.4,133.65,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,29.0,66.6,S,Mr,2,False,YoungAdult,3,Mr_1,male_1,False_YoungAdult,0
1,female,41.0,134.5,C,Miss,1,True,Adult,3,Miss_1,female_1,True_Adult,1
3,male,45.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,1
1,male,45.0,35.5,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
2,male,2.0,26.0,S,Master,3,False,Child,2,Master_2,male_2,False_Child,1
1,female,24.0,263.0,S,Miss,6,False,YoungAdult,3,Miss_1,female_1,False_YoungAdult,1
2,male,28.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
2,male,25.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
2,male,36.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
2,female,24.0,13.0,S,Miss,1,True,YoungAdult,1,Miss_2,female_2,True_YoungAdult,1
2,female,40.0,13.0,S,Miss,1,True,Adult,1,Miss_2,female_2,True_Adult,1
3,female,27.2,16.1,S,Mrs,2,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,1
3,male,3.0,15.9,S,Master,3,False,Child,2,Master_3,male_3,False_Child,1
3,male,42.0,8.6625,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
3,male,23.0,9.225,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
1,male,49.4,35.0,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
3,male,15.0,7.2292,C,Mr,3,False,Teen,0,Mr_3,male_3,False_Teen,0
3,male,25.0,17.8,S,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,32.5,7.225,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,28.0,9.5,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
1,female,22.0,55.0,S,Miss,2,False,YoungAdult,3,Miss_1,female_1,False_YoungAdult,1
2,female,38.0,13.0,S,Miss,1,True,Adult,1,Miss_2,female_2,True_Adult,0
3,female,23.6,7.8792,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
3,female,23.6,7.8792,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
3,male,40.0,27.9,S,Mr,6,False,Adult,2,Mr_3,male_3,False_Adult,0
2,male,29.0,27.7208,C,Mr,2,False,YoungAdult,2,Mr_2,male_2,False_YoungAdult,0
3,female,45.0,14.4542,C,Mrs,2,False,Adult,1,Mrs_3,female_3,False_Adult,0
3,male,35.0,7.05,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,30.0,15.5,Q,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,30.0,7.25,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,60.0,75.25,C,Mrs,2,False,Senior,3,Mrs_1,female_1,False_Senior,1
3,female,18.2,7.2292,C,Mrs,1,True,YoungAdult,0,Mrs_3,female_3,True_YoungAdult,1
3,female,27.1,7.75,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
1,female,24.0,69.3,C,Mme,1,True,YoungAdult,3,Mme_1,female_1,True_YoungAdult,1
1,male,25.0,55.4417,C,Mr,2,False,YoungAdult,3,Mr_1,male_1,False_YoungAdult,1
3,male,18.0,6.4958,S,Mr,2,False,Teen,0,Mr_3,male_3,False_Teen,0
3,male,19.0,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
1,male,22.0,135.6333,C,Mr,1,True,YoungAdult,3,Mr_1,male_1,True_YoungAdult,0
3,female,3.0,21.075,S,Miss,5,False,Child,2,Miss_3,female_3,False_Child,0
1,female,34.2,82.1708,C,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,female,22.0,7.25,S,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
1,male,27.0,211.5,C,Mr,3,False,YoungAdult,3,Mr_1,male_1,False_YoungAdult,0
3,male,20.0,4.0125,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,19.0,7.775,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,42.0,227.525,C,Miss,1,True,Adult,3,Miss_1,female_1,True_Adult,1
3,female,1.0,15.7417,C,Miss,3,False,Child,2,Miss_3,female_3,False_Child,1
3,male,32.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
1,female,35.0,52.0,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,male,18.0,73.5,S,Mr,1,True,Teen,3,Mr_2,male_2,True_Teen,0
3,male,1.0,46.9,S,Master,8,False,Child,3,Master_3,male_3,False_Child,0
2,female,36.0,13.0,S,Miss,1,True,Adult,1,Miss_2,female_2,True_Adult,1
3,male,31.4,7.7292,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,female,17.0,12.0,C,Miss,1,True,Teen,1,Miss_2,female_2,True_Teen,1
1,male,36.0,120.0,S,Mr,4,False,Adult,3,Mr_1,male_1,False_Adult,1
3,male,21.0,7.7958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,1
3,male,28.0,7.925,S,Mr,3,False,YoungAdult,1,Mr_3,male_3,False_YoungAdult,0
1,female,23.0,113.275,C,Miss,2,False,YoungAdult,3,Miss_1,female_1,False_YoungAdult,1
3,female,24.0,16.7,S,Mrs,3,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,1
3,male,22.0,7.7958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,31.0,7.8542,S,Miss,1,True,Adult,0,Miss_3,female_3,True_Adult,0
2,male,46.0,26.0,S,Mr,1,True,Adult,2,Mr_2,male_2,True_Adult,0
2,male,23.0,10.5,S,Dr,1,True,YoungAdult,1,Dr_2,male_2,True_YoungAdult,0
2,female,28.0,12.65,S,Mrs,1,True,YoungAdult,1,Mrs_2,female_2,True_YoungAdult,1
3,male,39.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,1
3,male,26.0,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,female,21.0,9.825,S,Miss,2,False,YoungAdult,1,Miss_3,female_3,False_YoungAdult,0
3,male,28.0,15.85,S,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,female,20.0,8.6625,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
2,male,34.0,21.0,S,Mr,2,False,Adult,2,Mr_2,male_2,False_Adult,0
3,male,51.0,7.75,S,Mr,1,True,Senior,0,Mr_3,male_3,True_Senior,0
2,male,3.0,18.75,S,Master,3,False,Child,2,Master_2,male_2,False_Child,1
3,male,21.0,7.775,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,21.4,25.4667,S,Miss,5,False,YoungAdult,2,Miss_3,female_3,False_YoungAdult,0
3,male,27.8,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,28.2,6.8583,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,female,33.0,90.0,Q,Miss,2,False,Adult,3,Miss_1,female_1,False_Adult,1
2,male,36.2,0.0,S,Mr,1,True,Adult,0,Mr_2,male_2,True_Adult,0
3,male,44.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,1
3,female,23.8,8.05,S,Mrs,1,True,YoungAdult,1,Mrs_3,female_3,True_YoungAdult,0
2,female,34.0,32.5,S,Mrs,3,False,Adult,3,Mrs_2,female_2,False_Adult,1
2,female,18.0,13.0,S,Miss,3,False,Teen,1,Miss_2,female_2,False_Teen,1
2,male,30.0,13.0,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
3,female,10.0,24.15,S,Miss,3,False,Child,2,Miss_3,female_3,False_Child,0
3,male,27.8,7.8958,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,21.0,7.7333,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,29.0,7.875,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,28.0,14.4,S,Mrs,3,False,YoungAdult,1,Mrs_3,female_3,False_YoungAdult,0
3,male,18.0,20.2125,S,Mr,3,False,Teen,2,Mr_3,male_3,False_Teen,0
3,male,29.5,7.25,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
2,female,28.0,26.0,S,Mrs,2,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
2,female,19.0,26.0,S,Miss,1,True,YoungAdult,2,Miss_2,female_2,True_YoungAdult,1
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,32.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,1
1,male,28.0,26.55,S,Mr,1,True,YoungAdult,2,Mr_1,male_1,True_YoungAdult,1
3,female,27.2,16.1,S,Mrs,2,False,YoungAdult,2,Mrs_3,female_3,False_YoungAdult,1
2,female,42.0,26.0,S,Mrs,2,False,Adult,2,Mrs_2,female_2,False_Adult,1
3,male,17.0,7.125,S,Mr,1,True,Teen,0,Mr_3,male_3,True_Teen,0
1,male,50.0,55.9,S,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,0
1,female,14.0,120.0,S,Miss,4,False,Teen,3,Miss_1,female_1,False_Teen,1
3,female,21.0,34.375,S,Miss,5,False,YoungAdult,3,Miss_3,female_3,False_YoungAdult,0
2,female,24.0,18.75,S,Mrs,6,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
1,male,64.0,263.0,S,Mr,6,False,Senior,3,Mr_1,male_1,False_Senior,0
2,male,31.0,10.5,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
2,female,45.0,26.25,S,Mrs,3,False,Adult,2,Mrs_2,female_2,False_Adult,1
3,male,20.0,9.5,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,25.0,7.775,S,Mr,2,False,YoungAdult,0,Mr_3,male_3,False_YoungAdult,0
2,female,28.0,13.0,S,Ms,1,True,YoungAdult,1,Ms_2,female_2,True_YoungAdult,1
3,male,25.2,8.1125,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,1
1,male,4.0,81.8583,S,Master,3,False,Child,3,Master_1,male_1,False_Child,1
2,female,13.0,19.5,S,Miss,2,False,Teen,2,Miss_2,female_2,False_Teen,1
1,male,34.0,26.55,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
3,female,5.0,19.2583,C,Miss,4,False,Child,2,Miss_3,female_3,False_Child,1
1,male,52.0,30.5,S,Major,1,True,Senior,2,Major_1,male_1,True_Senior,1
2,male,36.0,27.75,S,Mr,4,False,Adult,2,Mr_2,male_2,False_Adult,0
3,male,27.0,19.9667,S,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
1,male,30.0,27.75,C,Mr,1,True,YoungAdult,2,Mr_1,male_1,True_YoungAdult,0
1,male,49.0,89.1042,C,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,1
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,29.0,7.8958,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,1
1,male,65.0,26.55,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
1,female,41.8,51.8625,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
2,female,50.0,10.5,S,Miss,1,True,Adult,1,Miss_2,female_2,True_Adult,1
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,male,48.0,26.55,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
3,male,34.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
1,male,47.0,38.5,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
2,male,48.0,13.0,S,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,0
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,38.0,7.05,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,male,36.2,0.0,S,Mr,1,True,Adult,0,Mr_2,male_2,True_Adult,0
1,male,56.0,26.55,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
3,male,42.1,7.725,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,female,0.75,19.2583,C,Miss,4,False,Child,2,Miss_3,female_3,False_Child,1
3,male,29.5,7.25,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,38.0,8.6625,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
2,female,33.0,27.75,S,Mrs,4,False,Adult,2,Mrs_2,female_2,False_Adult,1
2,female,23.0,13.7917,C,Mrs,1,True,YoungAdult,1,Mrs_2,female_2,True_YoungAdult,1
3,female,22.0,9.8375,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
1,male,44.4,52.0,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
2,male,34.0,21.0,S,Mr,2,False,Adult,2,Mr_2,male_2,False_Adult,0
3,male,29.0,7.0458,S,Mr,2,False,YoungAdult,0,Mr_3,male_3,False_YoungAdult,0
3,male,22.0,7.5208,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,female,2.0,12.2875,S,Miss,2,False,Child,1,Miss_3,female_3,False_Child,1
3,male,9.0,46.9,S,Master,8,False,Child,3,Master_3,male_3,False_Child,0
2,male,36.2,0.0,S,Mr,1,True,Adult,0,Mr_2,male_2,True_Adult,0
3,male,50.0,8.05,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
3,female,63.0,9.5875,S,Mrs,1,True,Senior,1,Mrs_3,female_3,True_Senior,1
1,male,25.0,91.0792,C,Mr,2,False,YoungAdult,3,Mr_1,male_1,False_YoungAdult,1
3,female,21.4,25.4667,S,Miss,5,False,YoungAdult,2,Miss_3,female_3,False_YoungAdult,0
1,female,35.0,90.0,S,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
1,male,58.0,29.7,C,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
3,male,30.0,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,9.0,15.9,S,Master,3,False,Child,2,Master_3,male_3,False_Child,1
3,male,27.0,19.9667,S,Mr,2,False,YoungAdult,2,Mr_3,male_3,False_YoungAdult,0
3,male,21.0,7.25,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,55.0,30.5,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
1,male,71.0,49.5042,C,Mr,1,True,Senior,3,Mr_1,male_1,True_Senior,0
3,male,21.0,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
3,male,28.6,14.4583,C,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
1,female,54.0,78.2667,C,Miss,2,False,Senior,3,Miss_1,female_1,False_Senior,1
3,male,27.7,15.1,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
1,female,25.0,151.55,S,Mrs,4,False,YoungAdult,3,Mrs_1,female_1,False_YoungAdult,0
3,male,24.0,7.7958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,17.0,8.6625,S,Mr,1,True,Teen,1,Mr_3,male_3,True_Teen,0
3,female,21.0,7.75,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,0
3,female,20.6,7.6292,Q,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,0
3,female,37.0,9.5875,S,Miss,1,True,Adult,1,Miss_3,female_3,True_Adult,0
1,female,16.0,86.5,S,Miss,1,True,Teen,3,Miss_1,female_1,True_Teen,1
1,male,18.0,108.9,C,Mr,2,False,Teen,3,Mr_1,male_1,False_Teen,0
2,female,33.0,26.0,S,Mrs,3,False,Adult,2,Mrs_2,female_2,False_Adult,1
1,male,53.6,26.55,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,1
3,male,28.0,22.525,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
3,male,26.0,56.4958,S,Mr,1,True,YoungAdult,3,Mr_3,male_3,True_YoungAdult,1
3,male,29.0,7.75,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,1
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
1,male,36.0,26.2875,S,Mr,1,True,Adult,2,Mr_1,male_1,True_Adult,1
1,female,54.0,59.4,C,Mrs,2,False,Senior,3,Mrs_1,female_1,False_Senior,1
3,male,24.0,7.4958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
1,male,47.0,34.0208,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
2,female,34.0,10.5,S,Mrs,1,True,Adult,1,Mrs_2,female_2,True_Adult,1
3,male,32.6,24.15,Q,Mr,1,True,Adult,2,Mr_3,male_3,True_Adult,0
2,female,36.0,26.0,S,Mrs,2,False,Adult,2,Mrs_2,female_2,False_Adult,1
3,male,32.0,7.8958,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,female,30.0,93.5,S,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
3,male,22.0,7.8958,S,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,32.5,7.225,C,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
1,female,44.0,57.9792,C,Mrs,2,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,male,24.8,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,40.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,female,50.0,10.5,S,Miss,1,True,Adult,1,Miss_2,female_2,True_Adult,1
1,male,30.8,221.7792,S,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
3,male,39.0,7.925,S,Mr,1,True,Adult,1,Mr_3,male_3,True_Adult,0
2,male,23.0,11.5,S,Mr,4,False,YoungAdult,1,Mr_2,male_2,False_YoungAdult,0
2,female,2.0,26.0,S,Miss,3,False,Child,2,Miss_2,female_2,False_Child,1
3,male,24.8,7.2292,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,17.0,7.2292,C,Mr,3,False,Teen,0,Mr_3,male_3,False_Teen,0
3,female,14.0,22.3583,C,Mrs,3,False,Teen,2,Mrs_3,female_3,False_Teen,1
3,female,30.0,8.6625,S,Miss,1,True,YoungAdult,1,Miss_3,female_3,True_YoungAdult,0
2,female,7.0,26.25,S,Miss,3,False,Child,2,Miss_2,female_2,False_Child,1
1,male,45.0,26.55,S,Major,1,True,Adult,2,Major_1,male_1,True_Adult,0
1,female,30.0,106.425,C,Miss,1,True,YoungAdult,3,Miss_1,female_1,True_YoungAdult,1
3,male,28.6,14.5,S,Mr,1,True,YoungAdult,2,Mr_3,male_3,True_YoungAdult,0
1,female,22.0,49.5,C,Miss,3,False,YoungAdult,3,Miss_1,female_1,False_YoungAdult,1
1,female,36.0,71.0,S,Miss,3,False,Adult,3,Miss_1,female_1,False_Adult,1
3,female,9.0,31.275,S,Miss,7,False,Child,3,Miss_3,female_3,False_Child,0
3,female,11.0,31.275,S,Miss,7,False,Child,3,Miss_3,female_3,False_Child,0
2,male,32.0,26.0,S,Mr,2,False,Adult,2,Mr_2,male_2,False_Adult,1
1,male,50.0,106.425,C,Mr,2,False,Adult,3,Mr_1,male_1,False_Adult,0
1,male,64.0,26.0,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
2,female,19.0,26.0,S,Mrs,2,False,YoungAdult,2,Mrs_2,female_2,False_YoungAdult,1
2,male,49.0,13.8625,C,Mr,1,True,Adult,1,Mr_2,male_2,True_Adult,1
3,male,33.0,20.525,S,Mr,3,False,Adult,2,Mr_3,male_3,False_Adult,0
2,male,8.0,36.75,S,Master,3,False,Child,3,Master_2,male_2,False_Child,1
1,male,17.0,110.8833,C,Mr,3,False,Teen,3,Mr_1,male_1,False_Teen,1
2,male,27.0,26.0,S,Mr,1,True,YoungAdult,2,Mr_2,male_2,True_YoungAdult,0
3,male,26.4,7.8292,Q,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,0
3,male,22.0,7.225,C,Mr,1,True,YoungAdult,0,Mr_3,male_3,True_YoungAdult,1
3,female,22.0,7.775,S,Miss,1,True,YoungAdult,0,Miss_3,female_3,True_YoungAdult,1
1,male,62.0,26.55,S,Mr,1,True,Senior,2,Mr_1,male_1,True_Senior,0
1,female,48.0,39.6,C,Lady,2,False,Adult,3,Lady_1,female_1,False_Adult,1
1,male,30.8,227.525,C,Mr,1,True,Adult,3,Mr_1,male_1,True_Adult,0
1,female,39.0,79.65,S,Mrs,3,False,Adult,3,Mrs_1,female_1,False_Adult,1
3,female,36.0,17.4,S,Mrs,2,False,Adult,2,Mrs_3,female_3,False_Adult,1
3,male,34.5,7.75,Q,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
3,male,40.0,7.8958,S,Mr,1,True,Adult,0,Mr_3,male_3,True_Adult,0
2,male,28.0,13.5,S,Mr,1,True,YoungAdult,1,Mr_2,male_2,True_YoungAdult,0
3,male,27.6,8.05,S,Mr,1,True,YoungAdult,1,Mr_3,male_3,True_YoungAdult,0
